vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},3515,2023-02-16 19:52:07,False,,,Response,102,chord_player,6,ModularPage,,5.65.118.146,"{'time_taken': 3.423, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:04.000Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:04.370Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:04.370Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:04.379Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:06.886Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:06.886Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:06.886Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:06.887Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:06.887Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:06.887Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:07.393Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_102/node_45__trial_2615__stimulus&secret=18b7524e-fb6d-422b-9183-90870fe72a6c', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3516,2023-02-16 19:52:07,False,,,Response,107,chord_player,2,ModularPage,,86.24.58.199,"{'time_taken': 3.179, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:06.703Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:06.968Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:06.968Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:06.978Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:09.493Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:09.853Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_107/node_41__trial_2618__stimulus&secret=b4eea8a9-4afb-47d9-92a9-be0fa123e098', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3517,2023-02-16 19:52:07,False,,,Response,94,chord_player,4,ModularPage,,70.124.238.122,"{'time_taken': 3.444, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:02.997Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:03.393Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:03.393Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:03.403Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:05.919Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:05.919Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:05.919Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:05.919Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:05.921Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:05.922Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:06.412Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_94/node_7__trial_2614__stimulus&secret=71b82362-24be-4737-b794-39fe131b2c71', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3518,2023-02-16 19:52:07,False,,,Response,85,chord_player,2,ModularPage,,130.43.154.37,"{'time_taken': 3.708, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:02.621Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:02.860Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:02.860Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:02.869Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:05.376Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:06.300Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_85/node_56__trial_2617__stimulus&secret=db9fe2b4-cfba-436f-bff5-a17c6a9e8c50', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3519,2023-02-16 19:52:07,False,,,Response,114,volume_calibration,,ModularPage,,81.101.193.234,,Response,_Response
{},3520,2023-02-16 19:52:07,False,,,Response,116,headphone_trial,1,ModularPage,,172.0.77.250,"{'time_taken': 10.336, 'platform': 'Chrome 110.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:51:57.531Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:51:58.057Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:51:58.057Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:51:58.067Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:02.077Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:02.077Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:02.078Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:02.078Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:02.078Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:02.078Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:07.839Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_OIS.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},3521,2023-02-16 19:52:08,False,,,Response,90,chord_player,4,ModularPage,,88.111.157.73,"{'time_taken': 3.646, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 1.35, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:06.082Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:06.375Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:06.375Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:06.385Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:08.898Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:08.898Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:08.898Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:08.899Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:08.899Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:08.903Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:09.698Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_90/node_53__trial_2619__stimulus&secret=9c1b7e8e-1319-4a32-9b23-3b735620c67e', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3522,2023-02-16 19:52:10,False,,,Response,86,chord_player,4,ModularPage,,92.14.215.31,"{'time_taken': 3.326, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 3.9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:06.781Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:07.201Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:07.201Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:07.212Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:09.716Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:09.717Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:09.717Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:09.719Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:09.719Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:09.735Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:10.072Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_86/node_16__trial_2621__stimulus&secret=37765e92-b4ba-4e33-b802-9ab477f9f859', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3523,2023-02-16 19:52:10,False,,,Response,92,chord_player,2,ModularPage,,86.171.79.159,"{'time_taken': 3.659, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 2.95, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:07.734Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.088Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.088Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:08.098Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:10.609Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:10.609Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:10.609Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:10.610Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:10.612Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:10.613Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:11.362Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_92/node_41__trial_2622__stimulus&secret=7f092978-9967-4046-8897-bbdcb71be697', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3524,2023-02-16 19:52:10,False,,,Response,89,chord_player,4,ModularPage,,82.11.193.140,"{'time_taken': 3.019, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:09.887Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:10.230Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:10.230Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:10.239Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:12.759Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:12.759Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:12.759Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:12.763Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:12.764Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:12.764Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:12.878Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_89/node_29__trial_2524__stimulus&secret=fcdbeee6-0224-4b34-8cce-d3e94af4a5e4', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3525,2023-02-16 19:52:11,False,,,Response,101,chord_player,6,ModularPage,,86.149.171.121,"{'time_taken': 4.257, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:07.090Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:07.346Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:07.346Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:07.356Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:09.866Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:11.314Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_101/node_22__trial_2624__stimulus&secret=e3550dc5-5132-4e52-8a4b-3957ade10f99', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3526,2023-02-16 19:52:11,False,,,Response,102,chord_player,6,ModularPage,,5.65.118.146,"{'time_taken': 3.392, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:08.232Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.563Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.563Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:08.574Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:11.069Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:11.069Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:11.069Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:11.069Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:11.071Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:11.073Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:11.594Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_102/node_46__trial_2628__stimulus&secret=b6389208-97f9-4669-98b1-876eb1574360', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3527,2023-02-16 19:52:11,False,,,Response,85,chord_player,2,ModularPage,,130.43.154.37,"{'time_taken': 3.267, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:06.850Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:07.137Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:07.137Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:07.148Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:09.666Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:09.666Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:09.666Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:09.667Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:09.667Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:09.667Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:10.086Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_85/node_45__trial_2631__stimulus&secret=6ba9f913-c192-4458-90c7-eaf7949bf46a', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3528,2023-02-16 19:52:11,False,,,Response,107,chord_player,2,ModularPage,,86.24.58.199,"{'time_taken': 3.477, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:10.535Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:10.858Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:10.858Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:10.867Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:13.374Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:13.374Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:13.374Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:13.374Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:13.375Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:13.376Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:13.984Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_107/node_27__trial_2629__stimulus&secret=9b8303f4-c9fb-4934-8473-9ca1ba9f2130', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3529,2023-02-16 19:52:12,False,,,Response,113,headphone_trial,1,ModularPage,,81.151.198.50,"{'time_taken': 6.112, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9.7, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:05.313Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:06.152Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:06.152Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:06.161Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:10.171Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:10.171Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:10.171Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:10.172Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:10.174Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:10.174Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:11.392Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_ISO.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},3530,2023-02-16 19:52:12,False,,,Response,111,headphone_trial,2,ModularPage,,92.40.168.38,"{'time_taken': 5.371, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:54:02.436Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:54:03.477Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:54:03.477Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:54:03.486Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:54:07.496Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:54:07.496Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:54:07.496Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:54:07.496Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:54:07.496Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:54:07.497Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:54:07.780Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_ISO.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},3531,2023-02-16 19:52:12,False,,,Response,94,chord_player,4,ModularPage,,70.124.238.122,"{'time_taken': 3.837, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:07.613Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.161Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.161Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:08.171Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:10.690Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:10.690Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:10.690Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:10.690Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:10.691Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:10.691Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:11.420Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_94/node_33__trial_2630__stimulus&secret=167674b1-1699-4a29-80a0-124fc3c38cd2', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
